Marque,Année_Velo,Kilométrage,Prix Vente (€),Prix Neuf (€),Année de la vente,Mois de la vente,Age du vélo,Décôte/neuf (%),Lien,Source,Date_Scan
Cervelo,2024,0,2579.0,3399.0,2026,June,2,24.1,https://mint-bikes.com/products/cervelo-aspero-grx-rx600,Mint,17/06/2026
Megamo,2026,0,1104.0,1299.0,2026,June,0,15.0,https://mint-bikes.com/products/megamo-jakar-flat-bar-2027,Mint,17/06/2026
Trek,2022,0,2099.0,4099.0,2026,June,4,48.8,https://mint-bikes.com/products/trek-checkpoint-sl6-etap-axs,Mint,17/06/2026
Giant,2024,0,1649.0,2800.0,2026,June,2,41.1,https://mint-bikes.com/products/giant-revolt-x-1,Mint,17/06/2026
Welt,2026,0,949.0,999.0,2026,June,0,5.0,https://mint-bikes.com/products/welt-g80,Mint,17/06/2026
Welt,2025,0,1199.0,1349.0,2026,June,1,11.1,https://mint-bikes.com/products/welt-g100,Mint,17/06/2026
Colnago,2025,0,2999.0,5099.0,2026,June,1,41.2,https://mint-bikes.com/products/colnago-g4-x-48,Mint,17/06/2026
Bmc,2022,0,1549.0,2199.0,2026,June,4,29.6,https://mint-bikes.com/products/bmc-urs-al-two,Mint,17/06/2026
Megamo,2026,0,1329.0,1699.0,2026,June,0,21.8,https://mint-bikes.com/products/megamo-jakar-30-26,Mint,17/06/2026
Megamo,2025,0,1269.0,1899.0,2026,June,1,33.2,https://mint-bikes.com/products/megamo-jakar-20,Mint,17/06/2026
Rocky,2022,0,1499.0,2400.0,2026,June,4,37.5,https://mint-bikes.com/products/rocky-mountain-solo-50-m,Mint,17/06/2026
Welt,2025,0,949.0,999.0,2026,June,1,5.0,https://mint-bikes.com/products/welt-voyager-1-0,Mint,17/06/2026
Megamo,2025,0,1949.0,3599.0,2026,June,1,45.8,https://mint-bikes.com/products/megamo-silk-08-granet,Mint,17/06/2026
Megamo,2025,0,1949.0,3599.0,2026,June,1,45.8,https://mint-bikes.com/products/megamo-silk-08-beige,Mint,17/06/2026
Welt,2026,0,899.0,999.0,2026,June,0,10.0,https://mint-bikes.com/products/welt-g90,Mint,17/06/2026
Megamo,2026,0,2019.0,2399.0,2026,June,0,15.8,https://mint-bikes.com/products/megamo-west-15-2026,Mint,17/06/2026
