Date Vente,Année Vente,Mois Vente,Marque,Année Vélo,Kilométrage,Prix Vente (€),Prix Neuf (€),Lien,Source,Date_Scan,Année
,,,Fischer,,630,1349,2699,https://upway.fr/products/fischer-em1723-rr4th1,,14/05/2026,2019.0
,,,Cube,,1 015,2199,3049,https://upway.fr/products/cube-reaction-hybrid-pro-500-rr5nm4,,14/05/2026,2023.0
,,,Mondraker,,12 291,1249,3599,https://upway.fr/products/mondraker-prime-x-rr5ht1,,14/05/2026,2021.0
,,,Raymon,,2 255,2249,4759,https://upway.fr/products/raymon-crossray-fs-e-50-rr4bm7,,14/05/2026,2023.0
,,,Cube,,172,1949,2549,https://upway.fr/products/cube-reaction-hybrid-one-500-rr5st8,,14/05/2026,2022.0
,,,Bulls,,576,2199,4299,https://upway.fr/products/bulls-estream-evo-1-29-rr4bq3,,14/05/2026,2022.0
,,,Flyer,,5,2349,5199,https://upway.fr/products/flyer-uproc-2-210-rr5yc6,,14/05/2026,2022.0
,,,Cube,,1 051,2199,3149,https://upway.fr/products/cube-reaction-hybrid-pro-625-29-rr2wl5,,14/05/2026,2022.0
,,,Bulls,,2 108,2049,4299,https://upway.fr/products/bulls-copperhead-evo-2-rr5hu5,,14/05/2026,2022.0
,,,Cube,,679,1999,2599,https://upway.fr/products/cube-reaction-hybrid-performance-allroad-rr5nu0,,14/05/2026,2022.0
,,,Moustache,,2 854,1999,4000,https://upway.fr/products/moustache-samedi-27-wide-2-rr6ca5,,18/05/2026,2020.0
,,,Cube,,1 402,2099,2999,https://upway.fr/products/cube-nuride-hybrid-pro-allroad-rr6ds1,,18/05/2026,2022.0
,,,Giant,,3 203,949,1955,https://upway.fr/products/giant-talon-e2-rr5tz0,,18/05/2026,2021.0
,,,Lapierre,,2 517,1749,3999,https://upway.fr/products/lapierre-overvolt-tr500i-rr5kp5,,18/05/2026,2020.0
,,,Scott,,2 971,1649,3099,https://upway.fr/products/scott-aspect-eride-930-rr5zt9,,18/05/2026,2022.0
,,,Giant,,5,1999,3299,https://upway.fr/products/giant-explore-e-1-gts-rr3sg4,,18/05/2026,2023.0
,,,Orbea,,4 515,1399,2799,https://upway.fr/products/orbea-keram-30-rr5hq2,,18/05/2026,2022.0
,,,Mondraker,,2 957,1949,3999,https://upway.fr/products/mondraker-prime-29-rr3mt5,,18/05/2026,2023.0
,,,Trek,,2 030,1799,4124,https://upway.fr/products/trek-powerfly-4-rr6ma2,,18/05/2026,2022.0
,,,Pegasus,,5 053,1199,3579,https://upway.fr/products/pegasus-premio-evo-10-lite-rr6dx3,,18/05/2026,2021.0
,,,Ktm,,346,2249,3999,https://upway.fr/products/ktm-macina-team-692-rr5yb4,,18/05/2026,2022.0
,,,Raymon,,25,1699,2899,https://upway.fr/products/raymon-hardray-e-40-rr5sx9,,18/05/2026,2024.0
,,,Scor,,7 820,2249,6999,https://upway.fr/products/scor-4060-z-lt-rr3zy7,,18/05/2026,2022.0
,,,Haibike,,5,2199,3499,https://upway.fr/products/haibike-trekking-4-rr6js5,,18/05/2026,2023.0
,,,Cube,,5,2199,2849,https://upway.fr/products/cube-reaction-hybrid-one-625-rr5qn5,,18/05/2026,2023.0
,,,Ghost,,3 219,2149,4599,https://upway.fr/products/ghost-eteru-pro-eq-rr5yp3,,18/05/2026,2023.0
,,,Hoheacht,,4 573,2299,5788,https://upway.fr/products/hoheacht-mola-terra-rr6bl6,,18/05/2026,2023.0
,,,Nakamura,,1 002,849,1199,https://upway.fr/products/nakamura-ecliff-700-rr5ru7,,18/05/2026,2022.0
,,,Focus,,5 928,2049,6499,https://upway.fr/products/focus-jam-78-rr3zw5,,18/05/2026,2022.0
,,,Scott,,2 260,2349,6199,https://upway.fr/products/scott-contessa-spark-eride-710-rr3qh8,,18/05/2026,2018.0
,,,Giant,,987,2349,4199,https://upway.fr/products/giant-fathom-e-ex-1-l-rr5ld8,,18/05/2026,2024.0
,,,Fischer,,630,1299,2699,https://upway.fr/products/fischer-em1723-rr4th1,,18/05/2026,2019.0
,,,Cube,,1 015,2149,3049,https://upway.fr/products/cube-reaction-hybrid-pro-500-rr5nm4,,18/05/2026,2023.0
,,,Cube,,66,2499,3249,https://upway.fr/products/cube-reaction-hybrid-pro-rr4fu1,,21/05/2026,2024
,,,Moustache,,2 854,1949,4000,https://upway.fr/products/moustache-samedi-27-wide-2-rr6ca5,,21/05/2026,2020
,,,Haibike,,2 925,1899,3999,https://upway.fr/products/haibike-fullseven-7-rr5jw9,,21/05/2026,2019
,,,Giant,,7 355,2249,5899,https://upway.fr/products/giant-reign-e2-rr3zw9,,21/05/2026,2022
,,,Nakamura,,1 673,1049,1599,https://upway.fr/products/nakamura-esummit-740-rr4jx1,,21/05/2026,2022
,,,Moustache,,3 141,1899,3799,https://upway.fr/products/moustache-samedi-27-off-4-open-rr5rk5,,21/05/2026,2020
,,,Bergamont,,5,1999,3999,https://upway.fr/products/bergamont-erevox-sport-fmn-rr6rx2,,21/05/2026,2022
,,,Specialized,,2 240,1999,4799,https://upway.fr/products/specialized-turbo-levo-hardtail-comp-rr5qf3,,21/05/2026,2019
,,,Cube,,941,2449,4399,https://upway.fr/products/cube-stereo-hybrid-120-hpc-sl-500-rr5yx9,,21/05/2026,2019
,,,Nakamura,,426,1249,1899,https://upway.fr/products/nakamura-esummit-suv-rr6mt5,,21/05/2026,2021
,,,Giant,,1 426,1999,4699,https://upway.fr/products/giant-full-e15-pro-rr5fn5,,21/05/2026,2019
,,,Giant,,786,2149,4499,https://upway.fr/products/giant-stance-e-0-rr4ky3,,21/05/2026,2020
,,,Cube,,717,1799,2227,https://upway.fr/products/cube-acid-240-hybrid-rookie-pro-rr6dq4,,21/05/2026,2024
,,,Focus,,2 257,2199,3959,https://upway.fr/products/focus-aventura-67-rr2mw1,,21/05/2026,2022
,,,Conway,,6 618,1749,4342,https://upway.fr/products/conway-cairon-s-20-rr4bq1,,21/05/2026,2022
,,,Haibike,,3 211,1849,4399,https://upway.fr/products/haibike-sduro-fullnine-100-rr6ly3,,21/05/2026,2018
,,,Bergamont,,6 117,1199,2999,https://upway.fr/products/bergamont-erevox-sport-rr5yt9,,21/05/2026,2022
,,,Raymon,,3 511,2049,4499,https://upway.fr/products/raymon-fullray-130e-60-rr5zz9,,21/05/2026,2023
,,,Ghost,,3 507,2249,4999,https://upway.fr/products/ghost-e-riot-trail-al-essential-rr6pn1,,21/05/2026,2022
,,,Focus,,14 331,1999,5507,https://upway.fr/products/focus-thron-68-eqp-rr4cs6,,21/05/2026,2022
,,,Haibike,,1 742,1549,2599,https://upway.fr/products/haibike-hardnine-5-rr6pp2,,21/05/2026,2022
,,,Raymon,,1 609,1649,3699,https://upway.fr/products/raymon-hardray-eseven-80-rr5ll2,,21/05/2026,2020
,,,Neomouv,,5,1349,2749,https://upway.fr/products/neomouv-enara-2-24h-mans-rr2jz5,,21/05/2026,2025
